Código (SKU);Descrição;Preço;URL imagem externa 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030016;Microtik CRS112-8G-4S-IN 8 portas Gigabit Cloud Router Switch 112-8G-4S-IN 4xSFP;1040;https://http2.mlstatic.com/D_843296-MLB53410023646_012023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030016-1;Switch Mikrotik Crs112-8p-4s-in;1700;https://http2.mlstatic.com/D_723164-MLB73102863549_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030017;OMNITIK 5 ac 5HACD 7,5DBI 5GHZ L4;871;https://http2.mlstatic.com/D_949300-MLA74221477449_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030018;Clou Smart Switch Mikrotik Css610-8g-2s+in;869;https://http2.mlstatic.com/D_872560-MLB53410126031_012023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030019;Roteador Huawei WS7200 WiFi AX3 + Software;450;https://http2.mlstatic.com/D_977925-MLU72536590746_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030020;Router AX 3 WS 7100 3000MPBS 2,4 E 5GHZ WI FI 6 DUAL CORE;470;https://http2.mlstatic.com/D_828381-MLA45341663535_032021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030021;Sistema Wi-fi Mesh, Roteador Huawei Ws5800 Branco 100v/240v 2 Unidades;739;https://http2.mlstatic.com/D_925199-MLA45674224138_042021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030022;Roteador, Bridge Mikrotik The 4011 Series Rb4011igs+rm Preto 100v/240v;1649;https://http2.mlstatic.com/D_938554-MLA40174747898_122019-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030023;Access Point Roteador Iuron Ac 1200 Dual Band Wifi 5 Gigabit Cor Branco;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030024;Roteador HUAWEI WS7000 Preto, AX2S,Wi-Fi 6,;359;https://http2.mlstatic.com/D_737104-MLB51885924203_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030025;ROT. HUAWEI AX2S WS7000 AX1500 WHT;344;https://http2.mlstatic.com/D_737104-MLB51885924203_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030026;Access Point Outdoor Mikrotik Routerboard Netmetal 5 Triple Rb922uags-5hpact-nm Preto;1299;https://http2.mlstatic.com/D_761845-MLA42921904371_072020-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030027;Mikrotik Routerboard Lite5 Sxt 5ndr2 16dbi - L3;479;https://http2.mlstatic.com/D_857146-MLU72636582451_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030028;Antena Mikrotik Rbsxtsq5hpnd L4 Sxtsq 5;459;https://http2.mlstatic.com/D_638496-MLA51055897780_082022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030029;Mikrotik Cloud Core Router Ccr2004-16g-2s+ 16*gb 2*10g Sfp+PC;3599;https://http2.mlstatic.com/D_810648-MLB54781180588_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030029-1;Mikrotik Cloud Core Router Ccr2004-1g-12s+2xs;4450;https://http2.mlstatic.com/D_993935-MLB73976591692_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030030;Switch Mikrotik Cloud Router Crs305-1g-4s+in L5;1199;https://http2.mlstatic.com/D_952805-MLA44773514409_022021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030031;Switch Mikrotik Crs309-1g-8s+in;2199;https://http2.mlstatic.com/D_769504-MLB54781444896_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030032;Roteador HUAWEI AX3 Pro Preto, WS7206, até 3000mbps de velocidade, WiFi 6, função mesh, toque para conectar e controle p;539;https://http2.mlstatic.com/D_650155-MLB54836568852_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030033;Switch Mikrotik Crs106-1c-5s;422,5;https://http2.mlstatic.com/D_910676-MLB69465749089_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030034;Access Point Mikrotik Routerboard Rb951ui-2hnd Branco 100v/2;472;https://http2.mlstatic.com/D_663913-MLA40175220032_122019-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030035;ROT. HUAWEI AX2 WS7001 AX1500 2;259;https://http2.mlstatic.com/D_951509-MLU72933095029_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030036;Mikrotik Routerboard Rb 260gs (css106-5g-1s) 5p Giga Sfp;399;https://http2.mlstatic.com/D_997909-MLU73129972858_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030037;Mikrotik Routerboard Rb5009upr+s+in 10gb Sfp+ 2.5gb Poe L5;2149;https://http2.mlstatic.com/D_721744-MLB70252749857_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030037-1;Mikrotik Routerboard Rb5009upr+s+out 10gb Sfp+ 2.5gb Poe L5 Cor Cinza 100v/240v;2640;https://http2.mlstatic.com/D_912504-MLU73557411475_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030038;Mikrotik Cloud Router Switch Crs310-1g-5s-4s+in L5;1439;https://http2.mlstatic.com/D_663753-MLB70179053309_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030038-1;Mikrotik Cloud Router Switch Crs310-8g+2s+in 2.5g+10g L5;1750;https://http2.mlstatic.com/D_935063-MLB73436710831_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030039;Mikrotik Cloud Router Switch Crs318-16p-2s+out Netpower;1962;https://http2.mlstatic.com/D_635183-MLB70157473965_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030040;Access Point Outdoor Mikrotik Sxtsq Lite5 Rbsxtsq5nd Branco 100v/240v;399;https://http2.mlstatic.com/D_710063-MLA45157238594_032021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030041;Sistema Wi-fi Mesh, Roteador Huawei Wifi Mesh 7 Ws8800 Branco 100v/240v;1075;https://http2.mlstatic.com/D_670186-MLU73564554547_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030042;Switch Mikrotik 48p Poe Crs354-48p-4s+2q+rm;6897;https://http2.mlstatic.com/D_796036-MLB70393580406_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030044;Mikrotik Cloud Core Router Ccr2116-12g-4s+;7535;https://http2.mlstatic.com/D_814289-MLB72380949235_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030045;Mikrotik Cloud Router Switch Crs518-16xs-2xq-rm 2 100gb;12330;https://http2.mlstatic.com/D_915803-MLB73804412580_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030047;Roteador Mikrotik Ccr2216-1g-12xs-2xq Branco 100v/240v;23000;https://http2.mlstatic.com/D_643953-MLA74117537744_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030048;Rackmount Mikrotik Rb5009 Kit K-79 Suporte Montagem Rack 1u;89;https://http2.mlstatic.com/D_877511-MLB74439385273_022024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0030049;Huawei Ac Wi Fi 6 Ap 5762-10 2,4/5ghz;859;https://http2.mlstatic.com/D_619958-MLB74528081271_022024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
003038-8;Hd Seagate Cftv 8tb Skyhawk 7200 Rpm 256mb 3.5 St8000ve001;2230;https://http2.mlstatic.com/D_814043-MLB72104353578_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031005;Case Para Segundo 2 Hd Ssd No Dvd 9,5mm Dell Asus Hp;69;https://http2.mlstatic.com/D_783533-MLB48433392140_122021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031010;Pendrive Adata C906 32gb 2.0 Preto;49;https://http2.mlstatic.com/D_744480-MLA32122047269_092019-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031011;Pendrive Adata Ud310 32gb 2.0 Preto;55;https://http2.mlstatic.com/D_883460-MLA32122272575_092019-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031012;Pen Drive Adata C906, 64gb, Usb 2.0, Preto - Ac906-64g-rbk Cor Preto;69;https://http2.mlstatic.com/D_791359-MLB47239337621_082021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031013;Pendrive Adata Ud310 64gb 2.0 Preto;59;https://http2.mlstatic.com/D_869828-MLA32121762718_092019-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031015;Cartão De Memória Sandisk Ultra 256gb 100mb/s Full Hd Micro Sdxc Classe 10 Uhs-i Sdsqunr-256g-gn6ta;208;https://http2.mlstatic.com/D_898835-MLB70218170546_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031021;Mochila  Dell Cp5723 Ecoloop Pro 460-bdlk - Ecoloop - Preto;280;https://http2.mlstatic.com/D_901237-MLU73207952297_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031022;Case Dell EcoLoop Pro Sleeve 11-14 - CV5423;126,5;https://http2.mlstatic.com/D_675546-MLU73495599896_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0031023;Mochila Notebook Dell Gaming Gamer Backpack 17 Gm1720pm;339;https://http2.mlstatic.com/D_955041-MLB73298373358_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
003110-2;Disco Sólido Interno Crucial Ct500mx500ssd4 500gb;343,85;https://http2.mlstatic.com/D_977370-MLA74220098713_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
003121-1;Disco Sólido Interno Crucial Ct1000mx500ssd1 1tb;591,54;https://http2.mlstatic.com/D_660430-MLB54292372006_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
003130-0;Ssd Patriot P220 Sata Iii 2tb 550mb/s P220s2tb25 Cor Preto;659;https://http2.mlstatic.com/D_831000-MLU70420914573_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033005;Webcam Hd Com Microfone Embutido C270 Logitech Cor Preto;259;https://http2.mlstatic.com/D_890484-MLA52223965003_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033006;Câmera Web Logitech C925e Full Hd 30fps Cor Preto;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033007;Caixa de Som Bluetooth JBL Charge 5 40W Preta - JBLCHARGE5BLK;999;https://http2.mlstatic.com/D_759708-MLU72822747675_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033008;JBL, Headset Gamer, Quantum 100 - Preto;219;https://http2.mlstatic.com/D_860134-MLU72491709778_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033009;Headset Gamer JBL Quantum 200 Over Ear Preto - JBLQUANTUM200BLK;289;https://http2.mlstatic.com/D_835175-MLA46244880489_062021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033010;JBL JBLBOOMBOX3SBLKBR Boombox 3 - Caixa de Som Bluetooth, Preto - 180W;2999;https://http2.mlstatic.com/D_926107-MLA51988415979_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033011;Caixa de Som Bluetooth JBL Boombox 3 80W Camuflada - JBLBOOMBOX3SQUADBR;2839;https://http2.mlstatic.com/D_803713-MLA74087169761_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033012;Fone de Ouvido JBL Tune 500 On Ear Preto - JBLT500BLK;143;https://http2.mlstatic.com/D_839587-MLA40459351752_012020-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033013;JBL JR310BT – Fones de ouvido Bluetooth sem fio, graves extras com 11 horas de reprodução e microfone – Inclui cabo de c;299;https://http2.mlstatic.com/D_654288-MLA48991735284_022022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033014;Fone De Ouvido On-ear Sem Fio Preto Tune 510bt Jbl;279;https://http2.mlstatic.com/D_958969-MLU72836483511_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033015;JBL, Fone de Ouvido Bluetooth, Tune 510BT - Azul;265;https://http2.mlstatic.com/D_996552-MLU72565715470_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033016;JBL, Fone de Ouvido Bluetooth, Tune 510BT - Branco;269;https://http2.mlstatic.com/D_802532-MLA45269537186_032021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033017;Fone De Ouvido Over-ear Sem Fio Jbl Tune 710bt Branco;294;https://http2.mlstatic.com/D_817104-MLU72570696132_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033021;Fone De Ouvido Tune 230nc Tws Bluetooth Sem Fio Preto Jbl;469;https://http2.mlstatic.com/D_808924-MLU72571033224_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033023;HEADPHONE JBL TUNE 720BT BLK;390;https://http2.mlstatic.com/D_756556-MLU72748112471_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033026;Fone De Ouvido Xtrike Me - Ge-109 Stereo Gaming P2 Cor Preto;95;https://http2.mlstatic.com/D_790085-MLU70681305490_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033030;Fortrek H2 - Headset Gamer Pro Microfones e Fones de Ouvido, Preto (Leds Azul);78;https://http2.mlstatic.com/D_635284-MLU72561910514_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033031;Headset Gamer RGB Crusader Preto FORTREK;106;https://http2.mlstatic.com/D_852174-MLU72612989529_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033035;Fone De Ouvido Over-ear Gamer Redragon Zeus 2 H510 Preto;449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033036;Headset Redragon Hero (h530-p) Rosa - Rosa;0;https://http2.mlstatic.com/D_925065-MLU72637656875_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033037;Headset Redragon Gamer Mento Rosa H270-p;146,08;https://http2.mlstatic.com/D_793543-MLB49773596917_042022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033044;Headset com fio USB Logitech H390 com Almofadas em Couro, Controles de Áudio Integrado e Microfone com Redução de Ruído;195;https://http2.mlstatic.com/D_944729-MLU72053078800_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033047;HEADPHONE JBL TUNE520BT BLK;290;https://http2.mlstatic.com/D_855981-MLU73204720682_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033048;HEADPHONE JBL TUNE520BT BLUE;299;https://http2.mlstatic.com/D_915432-MLA74110327165_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0033049;HEADPHONE JBL TUNE520BT WHT;290;https://http2.mlstatic.com/D_995920-MLU69876900255_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034001;Caixa de Som Bluetooth JBL Flip 6 30W Preta - JBLFLIP6BLK;755;https://http2.mlstatic.com/D_804940-MLU74071985170_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034002;Alto-falante Jbl Flip 5 Portátil Com Bluetooth Waterproof Black Matte;579;https://http2.mlstatic.com/D_854361-MLU74244289487_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034003;JBL Go 3: Alto-falante portátil com Bluetooth, bateria embutida, à prova d'água e poeira cinza JBLGO3GRYAM;247;https://http2.mlstatic.com/D_929132-MLU72927853813_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034004;"CAIXA BT JBL GO3 BLACK IPX7	";291;https://http2.mlstatic.com/D_966479-MLU73437664074_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034005;CAIXA BT JBL GO3 RED IPX7;997;https://http2.mlstatic.com/D_981318-MLU72565797602_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034006;Amazon Echo Dot 5th Gen Com Assistente Virtual Alexa Charcoal 110v/240v;399;https://http2.mlstatic.com/D_746204-MLA74226084149_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034007;Amazon Echo Dot 5th Gen Com Assistente Virtual Alexa Glacier White 110v/240v;505;https://http2.mlstatic.com/D_646450-MLA52316805283_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034007-1;Alexia Echo 5 Geração Dot Alto-falante Inteligente Blue Cor ;324,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034008;Amazon Echo Dot 4th Gen Com Assistente Virtual Alexa Glacier White 110v/240v;350;https://http2.mlstatic.com/D_666866-MLU72804725209_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034009;Amazon Echo Dot 4th Gen Com Assistente Virtual Alexa Charcoal 110v/240v;318;https://http2.mlstatic.com/D_904217-MLU74117444042_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034010;CX DE SOM SOUNDBAR GAMER REDRAGON ADIEMUS - GS560;158;https://http2.mlstatic.com/D_604392-MLA74136881840_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034013;CAIXA BT JBL GO3 GREEN IPX7;312;https://http2.mlstatic.com/D_917910-MLA44716279339_012021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034015;Amazon Alexa Echo Show 8 2ª Geração Smart Display Hd Cor Preto - Assistente Pessoal Ai;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034015-1;Echo Show 8 2ª Geração Alexa 8'' 13mp Branco Amazon Bivolt 110v/220v;669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034017;Amazon Echo Pop Com Assistente Virtual Alexa Midnight Teal;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034018;Smart Speaker Alexa Echo Show 10 (3ª Geração);1859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034019;Amazon Echo Show 10 (branco, 3 Geração);1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034997;Hub Usb 3.0 De 7 Portas + 2 Portas Para Carregamento Uh720;259;https://http2.mlstatic.com/D_742870-MLB70019346730_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034997-1;Hub Usb 3.0 Tp-link Uh700 7 Portas 3 Fast Com Fonte Externa;255;https://http2.mlstatic.com/D_760953-MLB70252084157_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034997-2;Switch Mercusys Ms105g Série Desktop;125;https://http2.mlstatic.com/D_881386-MLB72940882192_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034999;Switch Tp-link Tl-sg1005lp Gigabit C/4 Poe;359;https://http2.mlstatic.com/D_622852-MLB52519148978_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0034999-1;Switch Tp-link Tl-sg1005p;399;https://http2.mlstatic.com/D_888913-MLB69777676289_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035000;Switch Tp-link Tl-sg1005d;136;https://http2.mlstatic.com/D_641014-MLB54925363149_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035001;Switch Tp-link Tl-sg105;159;https://http2.mlstatic.com/D_911934-MLB52167293262_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035002;Switch Ubiquiti Uswflex Unifi;899;https://http2.mlstatic.com/D_730736-MLB52111364831_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035003;Ubnt Usw-mini Flex Unifi Switch 5p Gigabit Rj45 Poe;247;https://http2.mlstatic.com/D_798589-MLB52336764622_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035004;Switch Mercusys Ms108g;169;https://http2.mlstatic.com/D_747445-MLB54735517683_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035005;SWITCH 8 PORTAS GIGABIT DE MESA 10/100/1000 MBPS TL-SG108, tp-link, Switches de Rede;285;https://http2.mlstatic.com/D_668846-MLB52894933395_122022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035006;Hub Switch Gigabit Gerenciável 8p Tp-link Sg-108pe C/ 4p Poe;509;https://http2.mlstatic.com/D_972818-MLB50376193883_062022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035007;Switch Easy Smart Gigabit de 8 Portas TL-SG108E;322;https://http2.mlstatic.com/D_836741-MLA44394621316_122020-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035008;HUB 8 TL -SF 1008P TP LINK POE;430;https://http2.mlstatic.com/D_992932-MLB52707770475_122022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035009;TP Link TL-SG1008D V8, Switch com 8 Portas, Preto;195;https://http2.mlstatic.com/D_929036-MLB52166983824_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035009-8;Switch 08 Portas Tplink 10/100 Ls 1008g Tp-link;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035009-9;Switch Tp-link Tl-sf1008d;159;https://http2.mlstatic.com/D_733724-MLB69960770629_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035010;Unifi Switch Usw 8 Lite Gigabit Poe 52w Camada 2 Ubiquiti;1099;https://http2.mlstatic.com/D_876111-MLB54225156979_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035010-1;Switch Aggregation (usw-aggregation-br);2299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035010-2;Switch Ubiquiti Unifi 8 Portas Rj45 +2p Sfp Us-8-150w Branco;1699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035011;Switch Tp-link Tl-sg2008;679;https://http2.mlstatic.com/D_916470-MLB68868687485_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035012;TP-Link SWITCH 9 PORTAS FAST 10/100 (8 PORTAS POE+) TL-SF1009P;442;https://http2.mlstatic.com/D_624911-MLB52684222836_122022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035013;Switch Tp-link Gigabit 24p Poe+ 4 Sfp Tl-sg2428p;2187;https://http2.mlstatic.com/D_899407-MLB69742101700_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035014;Switch Poe Gigabit De 16 Portas  Poe Tplink Tl-sg1016pe + Nf;1269;https://http2.mlstatic.com/D_797253-MLA46080471919_052021-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035015;HUB SWITCH 16 TL SG 116E TP LINK;643;https://http2.mlstatic.com/D_797975-MLB54203925684_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035015-5;Switch Tp-link Tl-sg116;600;https://http2.mlstatic.com/D_660874-MLB72365461308_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035016;Ubiquiti Usw-16-poe-br Unifi Switch 16p Gigabit 2p Sf;3499;https://http2.mlstatic.com/D_985192-MLB53312297999_012023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035017;Switch Gigabit de 16 portas, TL-SG1016D;778;https://http2.mlstatic.com/D_799018-MLB52397078157_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035018;Switch Tp-link Tl-sg1016de;685;https://http2.mlstatic.com/D_843629-MLB52194676878_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035019;HUB SWITCH 16 TL SG 1016 TP LINK  ;3799;https://http2.mlstatic.com/D_922025-MLB73209677239_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0035020;Ubnt Usw-lite-16-poe-br Unifi Switch 16p Gigabit 45w;1899;https://http2.mlstatic.com/D_757027-MLB52369977425_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
